 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA
11638265;"Aula Deportiva Municipal de Esgrima";"";"1";"1";"M,J";"";"2025-10-01 00:00:00.0";"2026-05-29 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=302ab2b0ea0cf710VgnVCM1000001d4a900aRCRD";"Aula Deportiva Municipal de Esgrima";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f42f1ae9ec84110VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28906e8a84805410VgnVCM2000000c205a0aRCRD";"Centro Deportivo Municipal Vallehermoso";"1";"AVENIDA";"FILIPINAS";"7";"CHAMBERI";"VALLEHERMOSO";"28003";"439867";"4476908";"40.44064843863945";"-3.709053489027435";"/contenido/actividades/ActividadesDeportivas";"/usuario/Niños"
50031464;"Aula Deportiva Municipal de Piragüismo";"";"1";"1";"M,J";"";"2025-10-01 00:00:00.0";"2026-05-29 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef86f3117b909910VgnVCM100000891ecb1aRCRD";"Aula Deportiva Municipal de Piragüismo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=76c8436ba723a210VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=882aa4ea6871c010VgnVCM1000000b205a0aRCRD";"Servicio de Actividades Educativas";"1";"PASEO";"CHOPERA";"41";"ARGANZUELA";"CHOPERA";"28045";"440676";"4471741";"40.39415981141737";"-3.6990213657093163";"/contenido/actividades/ActividadesDeportivas/Natacion";"/usuario/Niños"
50084123;"Aula Digital Ada Lovelace";"";"1";"1";"V";"17/10/2025;";"2025-10-03 00:00:00.0";"2025-10-31 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=97efc5a51e2c9910VgnVCM100000891ecb1aRCRD";"Tarjeta sanitaria virtual (Madrid Aula Digital)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59d929ba9f80e810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d51e3f875c2f8510VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Juana Doña. Arganzuela";"2";"PASEO";"CHOPERA";"10";"ARGANZUELA";"CHOPERA";"28045";"440676";"4471620";"40.39307289237465";"-3.699005654074825";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres"
50070849;"Autodefensa feminista. Espacio de Igualdad Juana Doña";"";"1";"1";"M";"21/10/2025;";"2025-10-14 00:00:00.0";"2025-10-28 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c1465f18a3599910VgnVCM100000891ecb1aRCRD";"Autodefensa feminista. Espacio de Igualdad Juana Doña";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cf8d386f56719710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d51e3f875c2f8510VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Juana Doña. Arganzuela";"2";"PASEO";"CHOPERA";"10";"ARGANZUELA";"CHOPERA";"28045";"440676";"4471620";"40.39307289237465";"-3.699005654074825";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres"
12601937;"Autoestima";"";"1";"1";"J";"23/1/2025;11/9/2025;9/10/2025;23/10/2025;";"2025-10-02 00:00:00.0";"2025-10-30 23:59:00.0";"16:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b8331b5d1dc63910VgnVCM1000001d4a900aRCRD";"Autoestima. Espacio de Igualdad María Moliner";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d34b5e6ed8810810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67132bfd4f975710VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad María Moliner. Villa de Vallecas";"1";"CALLE";"HONRUBIA";"4";"VILLA DE VALLECAS";"ENSANCHE DE VALLECAS";"28031";"446579";"4469157";"40.37128211425518";"-3.6292460351699867";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres"
50079217;"Autoestima y género (I): construcción y bases";"";"1";"1";"J";"";"2025-10-09 00:00:00.0";"2025-10-30 23:59:00.0";"10:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2025c7fa05a9910VgnVCM200000f921e388RCRD";"Autoestima y género (I): construcción y bases";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b9730f8d73a00710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b8896d2d8ed0110VgnVCM1000000b205a0aRCRD";"Espacio de Igualdad Clara Campoamor. Villaverde";"1";"CALLE";"MARIA MARTINEZ OVIOL";"12";"VILLAVERDE";"LOS ROSALES";"28021";"441277";"4466932";"40.35087114162283";"-3.691508909255186";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres"
50077309;"Aventura Amazonía Pelayos de la Presa";"";"1";"0";"";"";"2025-11-23 00:00:00.0";"2025-11-23 23:59:00.0";"";"Aventura Amazonia - Pelayos de la Presa     Viviremos una jornada llena de emoción y naturaleza en Aventura Amazonia Pelayos, el segundo parque de aventura más grande de Madrid y uno de los cinco más importantes de toda España. Ubicado en Pelayos de la Presa, este parque nos ofrece el entorno perfecto para disfrutar en familia de una experiencia única entre árboles, tirolinas y desafíos en plena naturaleza. Los circuitos de aventura se adaptan a diferentes niveles de edad y dificultad, comenzando con el MiniKids y el Kids para los más pequeños, y continuando con los circuitos Explorador, Jungla, Aventura y Deportivo para quienes buscan un mayor nivel de emoción. Además, antes de empezar, pasaremos por los circuitos de iniciación donde todos podremos familiarizarnos con el equipo y aprender a movernos con seguridad por las alturas.  Uno de los momentos más esperados del día será sin duda la gran tirolina del parque, una supertirolina de doscientos cincuenta y cinco metros de longitud considerada la más larga de España entre árboles, una experiencia inolvidable que hará las delicias de los más aventureros.     Distancias aproximadas: La actividad se desarrolla en un recinto cerrado (parque de aventura) con más de 90 juegos y 25 tirolinas distribuidos entre árboles.  Lugar donde se realiza: Se lleva a cabo en las instalaciones de Amazonia, en Pelayos de la Presa.  Grado de dificultad: Variable desde muy baja a alta. Los circuitos están adaptados a diferentes niveles  Edad recomendada: La edad mínima para poder asistir a esta actividad es de 6 años y altura mínima 1,15m  ¿Quién nos acompaña?  Una coordinadora de tiempo libre, un monitor/a de ocio y tiempo libre. Monitores/as especialistas.  ¿Qué debo llevar?  Zapatillas deportivas cerradas con buena sujeción. No se recomienda calzado con suela lisa, chanclas o botas pesadas, ropa deportiva ajustada, preferiblemente de manga larga y pantalón largo. Evitar ropa holgada que se enganche con los arneses. Chubasquero o cortavientos impermeable (Recomendable). Obligatorio: Mochila con al menos 1.5 litros de agua, comida ligera (bocadillo, frutos secos, etc...)    Inscripciones en los teléfonos: 91 588 06 65 / 91 480 24 52, de lunes a viernes de 9 a 14 h. Inscripciones a partir del 17 de noviembre 2025.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4693d5af93f99910VgnVCM100000891ecb1aRCRD";"Actividades de otoño en el Distrito de Chamberí";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a9092a23ab499910VgnVCM100000891ecb1aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30181e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Galileo (Chamberí)";"1";"CALLE";"GALILEO";"39";"CHAMBERI";"ARAPILES";"28015";"439741";"4476139";"40.433719454283505";"-3.7104468992841753";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"/usuario/Niños"
50077780;"Ayllón: Historia y encanto";"";"0";"0";"";"";"2025-10-22 00:00:00.0";"2025-10-22 23:59:00.0";"";"Ayllón: Historia y encanto   Excursión única para CMM Antonio Mingote y CMM Santa Engracia   Inscripción: Prioridad a la lista de espera del mes de agosto. Si fuera necesario se abrirá inscripción posteriormente.   Precio menú: 20  euros.     Te invitamos a descubrir unos de los pueblos más bonitos de España. Joya medieval en Segovia. Pasearemos por sus calles empedradas y su casco histórico en una visita guiada cultural, en la que conoceremos sus rincones con más historia, arquitectura tradicional y su pasado de leyendas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd9e54f8caf99910VgnVCM100000891ecb1aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565eb57a012f710VgnVCM1000001d4a900aRCRD";"Centro Municipal de Mayores Antonio Mingote";"1";"CALLE";"VALLEHERMOSO";"47";"CHAMBERI";"ARAPILES";"28015";"439884";"4476236";"40.43459948809033";"-3.708768295288647";"/contenido/actividades/ExcursionesItinerariosVisitas";""
12675369;"Bach y Piazzolla";"";"1";"0";"";"";"2025-11-15 00:00:00.0";"2025-11-15 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=68ca8dca45bb4910VgnVCM1000001d4a900aRCRD";"Bach y Piazzolla en Villa de Vallecas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0eca8dca45bb4910VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Zazuar (Villa de Vallecas)";"1,6";"CENTRO CULTURAL";"ZAZUAR";"";"DISTRITO";"";"";"448540";"4470444";"40.383003853666146";"-3.60624904964931";"/contenido/actividades/1ciudad21distritos";""
50078347;"Bailando Villa";"";"1";"0";"";"";"2025-10-26 00:00:00.0";"2025-10-26 23:59:00.0";"18:00";"Bailando Villa es un espectáculo de danza contemporánea que rinde homenaje a Heitor Villa-Lobos, fusionando su música con la espiritualidad de la Umbanda para reflejar el alma de Brasil.  A través del movimiento, se celebra la diversidad cultural nacida de tradiciones africanas, indígenas y europeas. Con dirección de Nicole Vanoni y coreografía de Rosa Antuña, invita a un viaje profundo por la identidad cultural y espiritual brasileña.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=993fd6ba6d3a9910VgnVCM200000f921e388RCRD";"Actividades en el Centro Cultural Valdebernardo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c96851629d199810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Valdebernardo (Vicálvaro)";"1";"BULEVAR";"INDALECIO PRIETO";"21";"VICALVARO";"VALDEBERNARDO";"28032";"447278";"4472321";"40.399832138328044";"-3.6212720265227873";"/contenido/actividades/DanzaBaile";""
50077852;"Bailes con orquesta";"";"1";"1";"M,S";"";"2025-10-07 00:00:00.0";"2025-10-28 23:59:00.0";"17:00";"Bailes con orquesta   CMM Santa Engracia  Martes: 7 , 14, 21 y 28 de octubre 2025 Sábado: 11 y 25 octubre 2025. Horario: De 17 a 20 h.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee654f8caf99910VgnVCM100000891ecb1aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a5366051361c010VgnVCM1000000b205a0aRCRD";"Centro Municipal de Mayores Santa Engracia";"1";"CALLE";"SANTA ENGRACIA";"116";"CHAMBERI";"RIOS ROSAS";"28003";"440572";"4476829";"40.439994676265194";"-3.7007205182445757";"/contenido/actividades/TeatroPerformance";""
50077806;"Bailes con orquesta";"";"1";"1";"X,S";"";"2025-10-04 00:00:00.0";"2025-10-29 23:59:00.0";"17:00";"Bailes con orquesta   CMM Antonio Mingote  Miércoles: 8, 15, 22 y 29 de octubre 2025. Sábado: 4 y 18 octubre 2025. Horario: De 17 a 20 h.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f58454f8caf99910VgnVCM100000891ecb1aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565eb57a012f710VgnVCM1000001d4a900aRCRD";"Centro Municipal de Mayores Antonio Mingote";"1";"CALLE";"VALLEHERMOSO";"47";"CHAMBERI";"ARAPILES";"28015";"439884";"4476236";"40.43459948809033";"-3.708768295288647";"/contenido/actividades/TeatroPerformance";""
50053368;"Baldo Martínez";"Entrada: 20  euros Descuentos disponibles";"0";"0";"";"";"2025-11-14 00:00:00.0";"2025-11-14 23:59:00.0";"19:00";"Sucede cada año y la presente edición de JAZZMADRID no iba a revelarse diferente. Esta cita, que se celebra desde 2014, sigue firme en su empeño en seguir siendo uno de los centros neurálgicos del jazz en Europa. Su presencia entre nosotros es un fenómeno que la gran afición aguarda expectante cada vez que llega el otoño, y su centro de gravedad permanente sigue estando asociado a la solera cultural de los enclaves municipales donde todo acontece: Teatro Fernán Gómez, CentroCentro y Conteporánea Condeduque. E, igualmente, en aquellas otras escenas donde tienen lugar los conciertos de la enseña Villanos del Jazz, que, por quinto año consecutivo, forman parte de la programación oficial del festival: Teatros Pavón, Albéniz, Barceló y Fernán Gómez, Sala Villanos y diferentes auditorios de hasta cuatro localidades de la Comunidad de Madrid. La muestra se desarrollará a lo largo de los meses de septiembre, octubre y noviembre, abriendo ante los ojos y oídos de la afición un vistoso muestrario jazzístico. En el programa se prestará mucha atención, por una parte, a la defensa de la más estricta ortodoxia histórica del género, y, por otra, estará muy presente también la vigilancia de la reivindicación de su libertad como esencia de la condición creadora que tiene esta música para experimentar. La idea sigue rastreando el mejor modo de mostrar todas las tendencias y coloraciones imaginables, renovadoras y también tradicionales del jazz, pues solo con el compendio de ambas es posible mantener activa la memoria, el reto fundamental de cualquiera de nuestras sociedades, ocupadas demasiadas veces en la ilusión del presente, aunque éste ya sea historia cuando se empieza a ser consciente del paso del tiempo. Luis Martín, director artístico Baldo Martínez 14.11.2025 19.00 h  Las propuestas más renovadoras siguen contando con espacio propio en JAZZMADRID a través de varios conciertos. Uno de ellos, el de este cuarteto del contrabajista Baldo Martínez. En este espacio virtual que sirve a este festival para informarles acerca de los artistas que vienen a la programación, se ha dicho ya alguna vez de Baldo que es como un Dave Holland gallego que cada día se parece más a Barry Guy. Hoy hay que volver a repetirlo. En esta aventura con su Cuarteto Edición Especial, un proyecto que nació hace un par de años, convoca a tres torres de alta tensión del jazz contemporáneo. De un lado, sus admirados Román Filiú en saxos, y Chema Sáiz en guitarra; en el otro, el baterista y percusionista Pier Bruera. Los primeros siguen fieles a su filosofía rupturista, ecléctica, de esquiva clasificación, mantenido muy alto el pabellón de la creatividad y la competencia. El argentino Pier Bruera, por su parte, es otro de esos alumnos aventajados a los que ya nos tiene acostumbrados a ver el Centro Superior de Música Musikene. Su estilo se pasea por la música improvisada y el jazz y hace oportunas paradas en un territorio de influencias musicales muy amplias. Gente, en fin, que, cuando decide unir sus destinos, consigue pleno de diez aludiendo a esta Edición Especial en su nombre, porque lo suyo es un enérgico fogonazo de música libre, realmente diferente y, en efecto, muy especial. Jazz polícromo e impredecible, con un fluido diálogo a cuatro bandas alentado por el imparable motor de la improvisación. Un ejemplo soberbio de individualidad expresiva, solo replicada por la improvisación colectiva. Baldo sigue rebuscando raíces para su música en esas fuentes folclóricas que caracterizan su estilo desde la publicación de aquel disco en 1996, No país dos ananos. Edición Especial es la prolongación de ese universo sonoro, que, como ya sucedió hace algunos años con la convocatoria en JAZZMADRID del Cuarteto Europa, sigue replicando la hegemonía de la escena creativa escandinava. Música del mañana que, como todo lo que hace esta gente, individualmente y en conjunto, sigue disponiendo de una rabiosa contemporaneidad.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d81c31298bc39910VgnVCM200000f921e388RCRD";"JAZZMADRID 25";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9236b67bc4b79910VgnVCM200000f921e388RCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD";"CentroCentro";"1";"PLAZA";"CIBELES";"1";"RETIRO";"LOS JERONIMOS";"28014";"441277";"4474496";"40.41902261618159";"-3.692188193693138";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";""
50057823;"Baleazaleak";"";"0";"1";"L,M,X,J,V,S,D";"";"2025-11-08 00:00:00.0";"2025-11-09 23:59:00.0";"12:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=de66e61294759910VgnVCM200000f921e388RCRD";"Baleazaleak";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f376e61294759910VgnVCM200000f921e388RCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"Teatro Municipal de Títeres. Parque de El Retiro";"1";"AVENIDA";"MÉXICO";"4";"RETIRO";"LOS JERÓNIMOS";"28009";"441748";"4474466";"40.41878362561595";"-3.6866519471003647";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Familias"
12810248;"Ballet Ara de Madrid";"";"1";"0";"";"";"2025-10-26 00:00:00.0";"2025-10-26 23:59:00.0";"18:00";"XXXI Semana Cultural del Centro Cultural Castellano-Manchego de Latina.   Clausura de la Semana Cultural con la actuación del 'Ballet Ara de Madrid'.    Bajo la dirección de Carmina Villar.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c0c59e5cf0a7910VgnVCM2000001f4a900aRCRD";"Actividades en el Auditorio Paco de Lucía";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c43204688d983510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6089ba61e681c010VgnVCM1000000b205a0aRCRD";"Auditorio y sala de exposiciones Paco de Lucía (Latina)";"1,6";"AVENIDA";"LAS AGUILAS";"2";"LATINA";"LAS AGUILAS";"28044";"435135";"4470763";"40.38493929920335";"-3.7641963952601154";"/contenido/actividades/DanzaBaile";""
50079738;"Ballet. Noche de Embrujo";"";"1";"0";"";"";"2025-10-25 00:00:00.0";"2025-10-25 23:59:00.0";"19:00";"COMPAÑÍA BALLET EMBRUJO FUSIÓN.    Una puesta en escena vibrante, con un vestuario elegante y variado, envuelta en un diseño de luz y sonido que realza cada movimiento. Este ballet español nos invita a recorrer la riqueza del folklore a través de estilos como el Clásico español, el Flamenco, la Jota aragonesa, el Tango, las Sevillanas y el Pasodoble. Un espectáculo que celebra la tradición con fuerza, belleza y emoción.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=678d62d5ef8a9910VgnVCM200000f921e388RCRD";"Actividades en el Centro Dotacional Integrado Arganzuela Ángel del Río";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0758c4a248991910VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9ea79262ef5d010VgnVCM1000000b205a0aRCRD";"Centro Dotacional Integrado Arganzuela Ángel del Río";"1";"CALLE";"CANARIAS";"17";"ARGANZUELA";"PALOS DE LA FRONTERA";"28045";"440986";"4472656";"40.40242416544921";"-3.6954440062549017";"/contenido/actividades/DanzaBaile";""
12817555;"Baro d'evel";"Desde 27 euros";"0";"1";"V,S,D";"";"2025-12-05 00:00:00.0";"2025-12-07 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=337bf2a97cac7910VgnVCM1000001d4a900aRCRD";"Baro d'evel";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=187bf2a97cac7910VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b09c47ca9572910VgnVCM1000001d4a900aRCRD";"Centro Danza Matadero - CDM";"1";"PASEO";"CHOPERA";"14";"ARGANZUELA";"CHOPERA";"28045";"440828";"4471551";"40.39245798191536";"-3.6972067902718897";"/contenido/actividades/DanzaBaile";""
12118499;"Barranco de la Zorra";"";"1";"0";"";"";"2025-10-25 00:00:00.0";"2025-10-25 23:59:00.0";"10:00";"Recorrido circular por la zona oeste del Parque, de aproximadamente 8 km . Itinerario en el que recorremos una zona poco transitada y desconocida del Parque y que nos muestra vestigios históricos y además, nos ofrece un relieve único dentro de la Casa de Campo con vegetación de ribera.  Edad recomendada: a partir de 12 años.  Duración estimada: de 10:0 a 14:00 horas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a51b7ae2130fa810VgnVCM2000001f4a900aRCRD";"Itinerarios interpretativos y rutas de senderismo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=38af832e34353810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a22598d1351c010VgnVCM1000000b205a0aRCRD";"Centro de Información y Educación Ambiental de Casa de Campo";"1";"PARQUE";"CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)";"";"MONCLOA-ARAVACA";"CASA DE CAMPO";"28011";"437990";"4474399";"40.41789950036311";"-3.7309390858931137";"";""
12542476;"Barrio de los Jerónimos. Tramo I";"";"1";"0";"";"";"2025-11-06 00:00:00.0";"2025-11-06 23:59:00.0";"10:00";"Itinerario guiado en el que se conocerá la influencia del parque del Retiro en la arquitectura burguesa de la zona, acompañado de historias y curiosidades de algunos ilustres vecinos del barrio. Pasearemos por espacios tan emblemáticos como la plaza de la Independencia o el Casón del Retiro. Actividad dirigida a público adulto.  Duración aproximada: aproximadamente dos horas y media.     Necesaria inscripción previa  Para más información y reservas de esta actividad, la forma de contacto es a través de:  Correo electrónico: proambiental@madrid.es  Teléfono: 91 547 84 73 Horario de atención telefónica: de lunes a viernes, de 10:00 a 13:00 horas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4efdf3bfbe742910VgnVCM1000001d4a900aRCRD";"Entre historias y jardines";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf8b691bdf7ce810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ExcursionesItinerariosVisitas";""
12732613;"Barrio de los Jerónimos. Tramo II";"";"1";"0";"";"";"2025-11-13 00:00:00.0";"2025-11-13 23:59:00.0";"10:00";"Itinerario guiado a través del que se podrá conocer la influencia del parque de El Retiro y el Jardín Botánico en la arquitectura burguesa de la zona, acompañado de algunas historias y curiosidades de sus vecinos más ilustres. Pasearemos por zonas tan emblemáticas como el Casón del Buen Retiro o el Real Jardín Botánico. Actividad dirigida a público adulto.  Duración estimada: aproximadamente dos horas y media.     Necesaria inscripción previa  Para más información y reservas de esta actividad, la forma de contacto es a través de:  Correo electrónico: proambiental@madrid.es  Teléfono: 91 547 84 73 Horario de atención telefónica: de lunes a viernes, de 10:00 a 13:00 horas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4d1fc4d352d5910VgnVCM2000001f4a900aRCRD";"Entre historias y jardines";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf8b691bdf7ce810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ExcursionesItinerariosVisitas";""
